61,1666506680.737243__file_11.aac,1666506680.737243__file_11.mp3,2022-10-23 06:31:20.475757+00,AAC,MP3,PROCESSED,1,2022-10-23 06:32:04.114408+00
64,1666506681.441135__file_14.aac,1666506681.441135__file_14.ogg,2022-10-23 06:31:21.218097+00,AAC,OGG,PROCESSED,1,2022-10-23 06:32:19.370454+00
68,1666506682.23814__file_18.ogg,1666506682.23814__file_18.mp3,2022-10-23 06:31:22.0599+00,OGG,MP3,PROCESSED,1,2022-10-23 06:32:32.380634+00
69,1666506682.426501__file_19.ogg,1666506682.426501__file_19.wav,2022-10-23 06:31:22.256734+00,OGG,WAV,PROCESSED,1,2022-10-23 06:32:33.391902+00
70,1666506682.66074__file_20.ogg,1666506682.66074__file_20.aac,2022-10-23 06:31:22.442774+00,OGG,AAC,PROCESSED,1,2022-10-23 06:32:37.121432+00
71,1666506683.013131__file_21.ogg,1666506683.013131__file_21.wma,2022-10-23 06:31:22.675475+00,OGG,WMA,PROCESSED,1,2022-10-23 06:32:39.88431+00
72,1666506683.88492__file_22.wav,1666506683.88492__file_22.aac,2022-10-23 06:31:23.019548+00,WAV,AAC,PROCESSED,1,2022-10-23 06:32:43.00118+00
73,1666506685.023026__file_23.wav,1666506685.023026__file_23.mp3,2022-10-23 06:31:23.899173+00,WAV,MP3,PROCESSED,1,2022-10-23 06:32:48.749743+00
74,1666506685.933939__file_24.wav,1666506685.933939__file_24.ogg,2022-10-23 06:31:25.029846+00,WAV,OGG,PROCESSED,1,2022-10-23 06:32:52.725726+00
75,1666506686.844811__file_25.wav,1666506686.844811__file_25.wma,2022-10-23 06:31:25.939837+00,WAV,WMA,PROCESSED,1,2022-10-23 06:32:54.055434+00
81,1666506688.39432__file_1.mp3,1666506688.39432__file_1.aac,2022-10-23 06:31:28.172659+00,MP3,AAC,PROCESSED,1,2022-10-23 06:32:58.522955+00
82,1666506688.679954__file_2.mp3,1666506688.679954__file_2.aac,2022-10-23 06:31:28.407694+00,MP3,AAC,PROCESSED,1,2022-10-23 06:33:02.4591+00
83,1666506689.123927__file_3.mp3,1666506689.123927__file_3.aac,2022-10-23 06:31:28.84827+00,MP3,AAC,PROCESSED,1,2022-10-23 06:33:06.008712+00
84,1666506689.315438__file_4.mp3,1666506689.315438__file_4.ogg,2022-10-23 06:31:29.13316+00,MP3,OGG,PROCESSED,1,2022-10-23 06:33:09.576272+00
85,1666506689.574679__file_5.mp3,1666506689.574679__file_5.ogg,2022-10-23 06:31:29.323628+00,MP3,OGG,PROCESSED,1,2022-10-23 06:33:14.01601+00
86,1666506689.757267__file_6.mp3,1666506689.757267__file_6.wav,2022-10-23 06:31:29.584599+00,MP3,WAV,PROCESSED,1,2022-10-23 06:33:14.567993+00
87,1666506689.9796__file_7.mp3,1666506689.9796__file_7.wav,2022-10-23 06:31:29.762495+00,MP3,WAV,PROCESSED,1,2022-10-23 06:33:15.361425+00
88,1666506690.149441__file_8.mp3,1666506690.149441__file_8.wma,2022-10-23 06:31:29.992141+00,MP3,WMA,PROCESSED,1,2022-10-23 06:33:16.69591+00
89,1666506690.481826__file_9.mp3,1666506690.481826__file_9.wma,2022-10-23 06:31:30.156054+00,MP3,WMA,PROCESSED,1,2022-10-23 06:33:19.287289+00
90,1666506690.640376__file_10.aac,1666506690.640376__file_10.mp3,2022-10-23 06:31:30.495396+00,AAC,MP3,PROCESSED,1,2022-10-23 06:33:25.639652+00
91,1666506690.909466__file_11.aac,1666506690.909466__file_11.mp3,2022-10-23 06:31:30.644737+00,AAC,MP3,PROCESSED,1,2022-10-23 06:33:32.12507+00
92,1666506691.09395__file_12.aac,1666506691.09395__file_12.mp3,2022-10-23 06:31:30.917398+00,AAC,MP3,PROCESSED,1,2022-10-23 06:33:36.33247+00
93,1666506691.331906__file_13.aac,1666506691.331906__file_13.ogg,2022-10-23 06:31:31.09908+00,AAC,OGG,PROCESSED,1,2022-10-23 06:33:41.106063+00
94,1666506691.543164__file_14.aac,1666506691.543164__file_14.ogg,2022-10-23 06:31:31.339825+00,AAC,OGG,PROCESSED,1,2022-10-23 06:33:44.911259+00
95,1666506691.803093__file_15.aac,1666506691.803093__file_15.wav,2022-10-23 06:31:31.557314+00,AAC,WAV,PROCESSED,1,2022-10-23 06:33:45.532227+00
96,1666506692.001898__file_16.aac,1666506692.001898__file_16.wma,2022-10-23 06:31:31.815427+00,AAC,WMA,PROCESSED,1,2022-10-23 06:33:46.896237+00
97,1666506692.15897__file_17.ogg,1666506692.15897__file_17.mp3,2022-10-23 06:31:32.006876+00,OGG,MP3,PROCESSED,1,2022-10-23 06:33:52.597892+00
98,1666506692.398302__file_18.ogg,1666506692.398302__file_18.mp3,2022-10-23 06:31:32.16778+00,OGG,MP3,PROCESSED,1,2022-10-23 06:33:57.41418+00
99,1666506692.593529__file_19.ogg,1666506692.593529__file_19.wav,2022-10-23 06:31:32.413636+00,OGG,WAV,PROCESSED,1,2022-10-23 06:33:58.391705+00
100,1666506692.872708__file_20.ogg,1666506692.872708__file_20.aac,2022-10-23 06:31:32.60392+00,OGG,AAC,PROCESSED,1,2022-10-23 06:34:01.958215+00
